X	y	Xtest	Ytest
-9.94077278491990	-228.553454350794	-4.17261487224210	136.082959192765
-9.93261613147159	-224.446011384620	0.152166054313890	221.029052059365
-9.91105127664562	-228.013884413381	-5.24015118837935	126.680186868890
-9.45262504789004	-170.126168298719	-6.14630753686357	114.372602884318
-9.23975483927265	-168.269752619209	6.17394177528544	219.228452809149
-9.18385609478166	-170.915052130646	-8.66653430483954	-85.3941583136202
-9.10374844082869	-167.628366739458	-6.08275074677621	95.3503898128940
-9.00601392723662	-151.039150834686	9.49563740912888	331.510386126857
-8.91278900260105	-130.731271197203	1.50180877133596	215.617321626731
-8.86633856503143	-121.172722792122	1.66427193098179	216.228827603125
-8.71882158098314	-101.135055527609	9.00043301044027	340.327954130972
-8.67018700509661	-91.1699571691274	-7.99921588897378	-46.7404192012224
-8.64114829089612	-94.7985711495262	7.57467625332940	264.484091421439
-8.51059332815071	-63.4267659990908	7.82901233299100	300.490297680878
-8.31429568330965	-53.1262460513478	-5.71926449868133	111.784530748781
-8.27279023621419	-56.0444268976170	-6.66095003219451	37.3077640476568
-8.24289697887476	-58.9349194040945	2.92250983058354	203.467777309681
-8.20452731946569	-55.0212640208445	-6.39312902221616	61.1309417218686
-8.16787473940431	-54.4125725220251	-7.66900001073136	-24.8165767183520
-8.16601023320202	-59.6401895640198	-2.69331906649222	164.891262399732
-8.10799907185049	-61.4459404295182	-1.95249839122391	202.794007996526
-8.07951040935030	-68.1858528808126	-8.20380224129058	-53.7503248134521
-8.04271154053191	-58.0543359155243	3.67536150686513	191.322694414892
-7.82847222432489	-54.4898382061800	0.937884926952430	183.770676770098
-7.80005610315904	-45.6645540194799	9.71917531383903	353.232848311725
-7.79105386277911	-46.0103007588428	-5.74500853294803	108.157630132116
-7.77848227510843	-37.9159949756030	8.37981064292605	278.502184015240
-7.77438857793987	-35.5065701140198	3.30323316962678	181.403486611160
-7.76477059207194	-48.9663531656079	4.86956557207627	196.458021546898
-7.67418752729355	-25.4657134079862	-2.43085175554049	192.577802959682
-7.54447973709803	-4.59419079529558	-0.504633403578067	195.621019506310
-7.45397389465097	-7.45966030189108	-7.87476560640507	-61.7576706531057
-7.33936922500481	30.9072085324787	7.67568252887538	282.551154797465
-7.22691756640388	38.4565789458760	-1.09793534748833	211.764715150829
-6.93687485991044	43.9046658705325	3.36456675716772	180.082810473773
-6.78946032372967	40.0531534628703	4.56431605715068	183.929900311893
-6.50730569331832	42.7132421983849	-4.28713410351437	141.269256684297
-6.46609110913052	43.0791745704636	1.87373491352917	200.030392282971
-6.27536907466908	64.1811439959800	-2.58939510883309	185.466248458896
-6.27235881325708	72.6389607397938	5.91275255803997	204.603754524049
-6.21854313016368	82.8822064213111	-8.52931019163985	-67.3372456700774
-6.15416876080183	95.6688927673916	9.85475262589422	365.878820419702
